listing_id,city,location_name,latitude,longitude,property_type,price_ksh,bedrooms,bathrooms,area_size_sqm,availability_status,available_from,amenities,date_listed,image_url
HM01665,Nairobi,Eastleigh,-1.268102,36.771122,Maisonette,42117,3,2,120,Vacant,2025-09-12,"Electricity, Water, CCTV, WiFi, Gym",2025-05-29,https://example.com/images/HM01665.jpg
HM01666,Nairobi,Kileleshwa,-1.215771,36.886665,Bedsitter,40207,0,1,23,Occupied,2026-02-06,"CCTV, Water, WiFi, Furnished, Electricity",2025-07-15,https://example.com/images/HM01666.jpg
HM01667,Eldoret,Kiplombe,0.601966,35.26754,Townhouse,20021,2,2,69,Vacant,2025-09-12,"Water, Parking, Furnished",2025-05-19,https://example.com/images/HM01667.jpg
HM01668,Kisumu,Milimani,-0.134127,34.783179,Maisonette,20274,3,2,92,Vacant,2025-09-12,"WiFi, Gym, Furnished",2025-08-17,https://example.com/images/HM01668.jpg
HM01669,Mombasa,Kongowea,-4.009949,39.641,Townhouse,60000,2,2,65,Vacant,2025-09-12,"Security, Water, Balcony, Parking",2025-07-07,https://example.com/images/HM01669.jpg
HM01670,Nairobi,Parklands,-1.237233,36.835797,Maisonette,48411,2,2,61,Vacant,2025-09-12,"WiFi, Electricity, Pool, Security, Furnished",2025-05-02,https://example.com/images/HM01670.jpg
HM01671,Nakuru,Kivumbini,-0.23071,36.100729,Maisonette,35667,4,3,149,Vacant,2025-09-12,"Furnished, Balcony, Parking",2025-06-25,https://example.com/images/HM01671.jpg
HM01672,Nairobi,South C,-1.232386,36.734807,Bungalow,83462,1,1,48,Vacant,2025-09-12,"Security, CCTV",2025-04-28,https://example.com/images/HM01672.jpg
HM01673,Mombasa,Shanzu,-4.062619,39.709319,Apartment,13936,3,2,105,Occupied,2025-12-27,"Water, Gym",2025-05-24,https://example.com/images/HM01673.jpg
HM01674,Nairobi,Ngong Road,-1.263211,36.858964,Studio,36873,1,1,74,Vacant,2025-09-12,"CCTV, Parking, Balcony, Gym",2025-04-25,https://example.com/images/HM01674.jpg
HM01675,Nairobi,Kilimani,-1.290587,36.798822,Studio,95820,1,1,67,Vacant,2025-09-12,"WiFi, Balcony, Furnished, Water, CCTV",2025-07-08,https://example.com/images/HM01675.jpg
HM01676,Nairobi,Parklands,-1.261716,36.829654,Apartment,47939,2,2,97,Vacant,2025-09-12,"Gym, Pool, WiFi, Balcony, CCTV, Parking",2025-05-20,https://example.com/images/HM01676.jpg
HM01677,Mombasa,Likoni,-4.044452,39.643782,Townhouse,30880,2,2,80,Vacant,2025-09-12,"CCTV, Electricity, Water, Balcony",2025-06-30,https://example.com/images/HM01677.jpg
HM01678,Nakuru,Kivumbini,-0.30034,36.058929,Townhouse,33548,2,2,84,Vacant,2025-09-12,"Water, Pool",2025-08-12,https://example.com/images/HM01678.jpg
HM01679,Kisumu,Obunga,-0.067498,34.745224,Apartment,23645,2,2,81,Vacant,2025-09-12,"Parking, Furnished",2025-05-01,https://example.com/images/HM01679.jpg
HM01680,Kisumu,Kong'onyo,-0.073282,34.80914,Maisonette,17164,1,1,82,Available_from,2025-10-30,"Gym, WiFi, Water, Balcony",2025-08-26,https://example.com/images/HM01680.jpg
HM01681,Nairobi,Ngong Road,-1.234184,36.856909,Townhouse,120000,2,2,109,Vacant,2025-09-12,"Water, Electricity, Gym",2025-07-28,https://example.com/images/HM01681.jpg
HM01682,Mombasa,Likoni,-4.046523,39.676281,Studio,60000,1,1,63,Vacant,2025-09-12,"Parking, Balcony, Furnished, Security, Gym, Water",2025-08-10,https://example.com/images/HM01682.jpg
HM01683,Mombasa,Kizingo,-4.062465,39.722235,Studio,44394,1,1,62,Vacant,2025-09-12,"Pool, Balcony, Gym, WiFi",2025-05-23,https://example.com/images/HM01683.jpg
HM01684,Mombasa,Shanzu,-4.055186,39.737195,Studio,23295,1,1,45,Occupied,2026-02-02,"Electricity, Balcony, Furnished",2025-03-28,https://example.com/images/HM01684.jpg
HM01685,Nakuru,Milimani,-0.272607,36.05985,Apartment,14401,2,2,66,Vacant,2025-09-12,"Security, Gym, Balcony, Water",2025-06-08,https://example.com/images/HM01685.jpg
HM01686,Nairobi,Dagoretti,-1.206357,36.784821,Bedsitter,108289,0,1,29,Vacant,2025-09-12,"WiFi, Gym, Balcony",2025-05-25,https://example.com/images/HM01686.jpg
HM01687,Nairobi,Kilimani,-1.27363,36.80589,Studio,110640,1,1,71,Occupied,2025-11-14,"Parking, Security, Furnished, Electricity",2025-06-21,https://example.com/images/HM01687.jpg
HM01688,Nairobi,Eastleigh,-1.307219,36.759771,Bedsitter,105465,0,1,26,Vacant,2025-09-12,"CCTV, Gym, WiFi, Parking, Furnished, Security",2025-05-06,https://example.com/images/HM01688.jpg
HM01689,Mombasa,Mtwapa,-4.00017,39.641869,Maisonette,60000,3,2,130,Vacant,2025-09-12,"Gym, Parking",2025-05-17,https://example.com/images/HM01689.jpg
HM01690,Nairobi,Kilimani,-1.214172,36.780711,Bedsitter,31157,0,1,24,Vacant,2025-09-12,"Parking, Water, CCTV, Balcony, Security",2025-06-09,https://example.com/images/HM01690.jpg
HM01691,Kisumu,Obunga,-0.084968,34.777427,Apartment,45000,4,3,125,Occupied,2025-12-05,"CCTV, Parking, Balcony, Security",2025-04-01,https://example.com/images/HM01691.jpg
HM01692,Nakuru,Kivumbini,-0.270362,36.11076,Studio,40000,1,1,53,Occupied,2026-01-06,"Pool, WiFi, Furnished",2025-05-08,https://example.com/images/HM01692.jpg
HM01693,Nairobi,Parklands,-1.287564,36.732241,Bedsitter,111009,0,1,32,Vacant,2025-09-12,"Gym, WiFi, Parking, Pool, Water",2025-07-21,https://example.com/images/HM01693.jpg
HM01694,Mombasa,Kongowea,-4.038427,39.714451,Bedsitter,38392,0,1,35,Vacant,2025-09-12,"Parking, Water, WiFi, Pool, Furnished",2025-08-29,https://example.com/images/HM01694.jpg
HM01695,Nakuru,Milimani,-0.249857,36.117861,Bedsitter,37074,0,1,22,Vacant,2025-09-12,"CCTV, Parking, Gym, Furnished",2025-06-03,https://example.com/images/HM01695.jpg
HM01696,Nairobi,Lavington,-1.308436,36.856497,Townhouse,56998,2,2,87,Vacant,2025-09-12,"Security, Furnished, WiFi, Parking, Gym, Electricity",2025-05-23,https://example.com/images/HM01696.jpg
HM01697,Eldoret,Kiplombe,0.576596,35.272161,Studio,23955,1,1,53,Occupied,2026-01-01,"Balcony, Pool, WiFi, Parking, Gym, Electricity",2025-04-25,https://example.com/images/HM01697.jpg
HM01698,Nairobi,Lavington,-1.299802,36.881555,Apartment,74007,3,2,110,Vacant,2025-09-12,"WiFi, Water, Gym, Electricity, Balcony, Pool",2025-07-26,https://example.com/images/HM01698.jpg
HM01699,Nairobi,Riverside,-1.296904,36.730423,Bungalow,87252,1,1,50,Vacant,2025-09-12,"Furnished, Gym, Water, Pool, CCTV, Electricity",2025-06-16,https://example.com/images/HM01699.jpg
HM01700,Nakuru,Mwariki,-0.298759,36.0936,Studio,39198,1,1,71,Available_from,2025-09-30,"Gym, Water, Electricity",2025-08-30,https://example.com/images/HM01700.jpg
HM01701,Nairobi,Riverside,-1.245039,36.890793,Apartment,120000,4,3,119,Vacant,2025-09-12,"Parking, CCTV, Balcony, Water, Gym, WiFi",2025-08-23,https://example.com/images/HM01701.jpg
HM01702,Mombasa,Nyali,-4.029601,39.700741,Bungalow,58585,4,3,123,Vacant,2025-09-12,"Balcony, Gym, Security, Water, Furnished",2025-08-14,https://example.com/images/HM01702.jpg
HM01703,Mombasa,Shanzu,-4.010933,39.699911,Studio,49464,1,1,73,Occupied,2026-02-07,"Furnished, Security, CCTV, Water, Electricity, WiFi",2025-03-30,https://example.com/images/HM01703.jpg
HM01704,Mombasa,Mvita,-4.056737,39.748632,Townhouse,21175,2,2,95,Vacant,2025-09-12,"Pool, CCTV, Gym, Electricity",2025-05-07,https://example.com/images/HM01704.jpg
HM01705,Mombasa,Shanzu,-4.076,39.641858,Bungalow,20075,2,2,97,Vacant,2025-09-12,"Water, Furnished",2025-08-24,https://example.com/images/HM01705.jpg
HM01706,Nakuru,Mwariki,-0.327214,36.109481,Townhouse,40000,1,1,79,Vacant,2025-09-12,"Pool, CCTV, Balcony, Gym, Security, Parking",2025-07-24,https://example.com/images/HM01706.jpg
HM01707,Kisumu,Milimani,-0.081603,34.774192,Bungalow,45000,2,2,98,Vacant,2025-09-12,"Parking, Gym",2025-08-13,https://example.com/images/HM01707.jpg
HM01708,Nairobi,Riverside,-1.22648,36.830212,Maisonette,99690,2,2,74,Vacant,2025-09-12,"Balcony, WiFi, Gym, Parking, Furnished, Water",2025-03-27,https://example.com/images/HM01708.jpg
HM01709,Nairobi,Eastleigh,-1.264771,36.834411,Studio,110169,1,1,59,Available_from,2025-09-27,"Security, Gym, Parking, Balcony",2025-07-18,https://example.com/images/HM01709.jpg
HM01710,Nairobi,Westlands,-1.228087,36.872777,Townhouse,53049,3,2,95,Vacant,2025-09-12,"Security, Gym",2025-09-05,https://example.com/images/HM01710.jpg
HM01711,Eldoret,Riat,0.505237,35.260298,Bungalow,32413,2,2,107,Vacant,2025-09-12,"WiFi, CCTV, Parking, Water",2025-06-18,https://example.com/images/HM01711.jpg
HM01712,Eldoret,Kiplombe,0.515108,35.356904,Bedsitter,7852,0,1,33,Available_from,2025-10-26,"Water, Electricity",2025-08-28,https://example.com/images/HM01712.jpg
HM01713,Nakuru,Milimani,-0.310155,36.087503,Bungalow,31412,1,1,70,Occupied,2026-02-25,"Furnished, Parking, Gym, Balcony, Electricity, WiFi",2025-07-08,https://example.com/images/HM01713.jpg
HM01714,Mombasa,Shanzu,-4.010577,39.665533,Bedsitter,49823,0,1,26,Vacant,2025-09-12,"WiFi, CCTV, Balcony, Electricity, Pool, Water",2025-03-22,https://example.com/images/HM01714.jpg
HM01715,Eldoret,Kapsoya,0.588328,35.296558,Bungalow,35000,4,3,98,Vacant,2025-09-12,"CCTV, Security, Gym",2025-05-10,https://example.com/images/HM01715.jpg
HM01716,Kisumu,Obunga,-0.080429,34.800802,Bedsitter,29544,0,1,33,Vacant,2025-09-12,"CCTV, Water, Gym",2025-05-14,https://example.com/images/HM01716.jpg
HM01717,Nairobi,Ngong Road,-1.204592,36.861584,Maisonette,41095,3,2,128,Vacant,2025-09-12,"Security, WiFi, Water, Balcony, Furnished, CCTV",2025-04-29,https://example.com/images/HM01717.jpg
HM01718,Nairobi,Ngong Road,-1.217456,36.855186,Apartment,102368,2,2,76,Vacant,2025-09-12,"Balcony, CCTV, Parking, Electricity, Furnished, Water",2025-05-29,https://example.com/images/HM01718.jpg
HM01719,Nakuru,Kivumbini,-0.259098,36.077214,Townhouse,35721,1,1,81,Vacant,2025-09-12,"Furnished, Gym, WiFi, Security",2025-08-19,https://example.com/images/HM01719.jpg
HM01720,Nairobi,Westlands,-1.266966,36.787234,Maisonette,32307,3,2,117,Vacant,2025-09-12,"Pool, Furnished, WiFi, Parking, CCTV, Water",2025-05-25,https://example.com/images/HM01720.jpg
HM01721,Kisumu,Kong'onyo,-0.077085,34.7441,Studio,19765,1,1,80,Vacant,2025-09-12,"Gym, WiFi, Parking, Security, Furnished",2025-08-14,https://example.com/images/HM01721.jpg
HM01722,Nakuru,Rhoda,-0.276399,36.070203,Townhouse,40000,4,3,93,Occupied,2026-01-28,"Parking, Balcony, Water, CCTV",2025-08-05,https://example.com/images/HM01722.jpg
HM01723,Eldoret,Langas,0.535253,35.300565,Studio,31326,1,1,71,Vacant,2025-09-12,"Parking, Water",2025-06-04,https://example.com/images/HM01723.jpg
HM01724,Kisumu,Kondele,-0.11499,34.796792,Apartment,44669,1,1,53,Vacant,2025-09-12,"WiFi, Pool, Parking",2025-04-03,https://example.com/images/HM01724.jpg
HM01725,Eldoret,Kapsoya,0.577024,35.356914,Studio,14053,1,1,71,Vacant,2025-09-12,"Parking, Furnished, Gym, Balcony, Electricity, WiFi",2025-04-03,https://example.com/images/HM01725.jpg
HM01726,Nairobi,South C,-1.286871,36.798613,Bedsitter,45845,0,1,23,Vacant,2025-09-12,"Furnished, Gym, WiFi, Balcony",2025-06-25,https://example.com/images/HM01726.jpg
HM01727,Eldoret,Langas,0.595802,35.265412,Bungalow,12867,3,2,99,Vacant,2025-09-12,"Balcony, Electricity, Furnished",2025-08-08,https://example.com/images/HM01727.jpg
HM01728,Mombasa,Shanzu,-4.057897,39.739506,Bungalow,57333,3,2,97,Vacant,2025-09-12,"Water, Gym, Pool",2025-06-20,https://example.com/images/HM01728.jpg
HM01729,Nakuru,Kapkures,-0.248811,36.070904,Apartment,40000,1,1,80,Vacant,2025-09-12,"Security, CCTV, Furnished",2025-05-08,https://example.com/images/HM01729.jpg
HM01730,Nakuru,Kapkures,-0.252051,36.114775,Bedsitter,35875,0,1,30,Vacant,2025-09-12,"Pool, CCTV, Electricity",2025-08-09,https://example.com/images/HM01730.jpg
HM01731,Nairobi,Riverside,-1.229397,36.892639,Apartment,67039,2,2,84,Occupied,2025-11-02,"Gym, WiFi, Electricity, Furnished",2025-06-15,https://example.com/images/HM01731.jpg
HM01732,Nairobi,South C,-1.236398,36.830021,Studio,78529,1,1,82,Occupied,2025-12-05,"Water, Parking",2025-05-29,https://example.com/images/HM01732.jpg
HM01733,Nairobi,Eastleigh,-1.28575,36.804938,Townhouse,31602,2,2,72,Vacant,2025-09-12,"Security, Pool, Parking, Gym, Balcony, WiFi",2025-07-16,https://example.com/images/HM01733.jpg
HM01734,Eldoret,Kimumu,0.527442,35.314053,Bedsitter,8670,0,1,20,Vacant,2025-09-12,"Gym, Pool, Balcony, Furnished, Security",2025-04-11,https://example.com/images/HM01734.jpg
HM01735,Eldoret,Kimumu,0.548306,35.310335,Studio,21790,1,1,47,Vacant,2025-09-12,"Pool, Security, Balcony, Water, Furnished",2025-06-08,https://example.com/images/HM01735.jpg
HM01736,Kisumu,Milimani,-0.103411,34.778354,Apartment,27006,1,1,82,Vacant,2025-09-12,"Furnished, Security, WiFi",2025-04-30,https://example.com/images/HM01736.jpg
HM01737,Kisumu,Kondele,-0.138899,34.742327,Maisonette,16825,1,1,77,Vacant,2025-09-12,"Security, Parking, CCTV, Balcony",2025-04-20,https://example.com/images/HM01737.jpg
HM01738,Nairobi,Westlands,-1.308499,36.864004,Apartment,82893,2,2,66,Vacant,2025-09-12,"Security, Water, Parking, Gym",2025-06-26,https://example.com/images/HM01738.jpg
HM01739,Nairobi,Lavington,-1.295303,36.855832,Maisonette,118492,1,1,62,Vacant,2025-09-12,"Electricity, Water, Pool, Security",2025-04-30,https://example.com/images/HM01739.jpg
HM01740,Nairobi,Ngong Road,-1.303219,36.73468,Townhouse,120000,3,2,129,Vacant,2025-09-12,"WiFi, Pool, CCTV",2025-05-08,https://example.com/images/HM01740.jpg
HM01741,Nairobi,Westlands,-1.296907,36.839096,Bedsitter,34061,0,1,30,Available_from,2025-09-22,"Water, Electricity, WiFi",2025-06-09,https://example.com/images/HM01741.jpg
HM01742,Nakuru,Kivumbini,-0.262073,36.073328,Maisonette,29791,2,2,79,Occupied,2025-12-27,"Gym, Balcony, Parking, Furnished, Water, WiFi",2025-07-25,https://example.com/images/HM01742.jpg
HM01743,Nairobi,Lavington,-1.287885,36.856722,Townhouse,120000,3,2,90,Vacant,2025-09-12,"Gym, Electricity, WiFi, Security, CCTV",2025-08-03,https://example.com/images/HM01743.jpg
HM01744,Mombasa,Mvita,-4.074039,39.691909,Maisonette,60000,2,2,65,Vacant,2025-09-12,"Balcony, CCTV, Security",2025-06-09,https://example.com/images/HM01744.jpg
HM01745,Mombasa,Nyali,-4.065924,39.724043,Bungalow,41746,4,3,121,Occupied,2026-02-19,"CCTV, Balcony",2025-06-30,https://example.com/images/HM01745.jpg
HM01746,Nairobi,South C,-1.263272,36.898745,Maisonette,120000,2,2,104,Vacant,2025-09-12,"Gym, WiFi, Balcony, Electricity",2025-06-05,https://example.com/images/HM01746.jpg
HM01747,Kisumu,Kibuye,-0.121246,34.780639,Townhouse,32320,3,2,123,Vacant,2025-09-12,"Pool, Security, Electricity, Furnished, Water, Balcony",2025-06-23,https://example.com/images/HM01747.jpg
HM01748,Nairobi,Parklands,-1.301912,36.747554,Bungalow,93273,1,1,71,Available_from,2025-11-01,"Electricity, Security, WiFi, Furnished, Pool, Water",2025-06-29,https://example.com/images/HM01748.jpg
HM01749,Mombasa,Mtwapa,-4.022583,39.667099,Studio,10606,1,1,51,Vacant,2025-09-12,"Water, WiFi, Gym, Pool, Security, Furnished",2025-08-20,https://example.com/images/HM01749.jpg
HM01750,Mombasa,Shanzu,-4.040826,39.7123,Bungalow,59775,1,1,77,Vacant,2025-09-12,"Pool, Electricity, Gym, Parking, Balcony",2025-05-17,https://example.com/images/HM01750.jpg
HM01751,Nairobi,Lavington,-1.263122,36.794522,Bungalow,120000,3,2,124,Vacant,2025-09-12,"WiFi, Pool",2025-08-20,https://example.com/images/HM01751.jpg
HM01752,Nairobi,Riverside,-1.204929,36.883652,Apartment,37611,2,2,106,Vacant,2025-09-12,"Furnished, Water, CCTV",2025-05-28,https://example.com/images/HM01752.jpg
HM01753,Nairobi,Lavington,-1.248942,36.780635,Bungalow,62000,2,2,77,Occupied,2026-03-09,"Balcony, WiFi, Security",2025-06-27,https://example.com/images/HM01753.jpg
HM01754,Nairobi,Lavington,-1.248258,36.808202,Townhouse,120000,4,3,128,Vacant,2025-09-12,"CCTV, WiFi, Furnished, Security, Parking",2025-05-01,https://example.com/images/HM01754.jpg
HM01755,Mombasa,Likoni,-4.008006,39.719047,Studio,36185,1,1,84,Vacant,2025-09-12,"Balcony, Pool",2025-05-12,https://example.com/images/HM01755.jpg
HM01756,Nairobi,Lavington,-1.24799,36.735586,Bungalow,58638,1,1,81,Vacant,2025-09-12,"Electricity, WiFi, Parking, Balcony, Gym",2025-05-04,https://example.com/images/HM01756.jpg
HM01757,Nairobi,South C,-1.203352,36.766626,Townhouse,83110,2,2,73,Available_from,2025-10-02,"Furnished, WiFi, Parking, Balcony, Pool, Security",2025-09-08,https://example.com/images/HM01757.jpg
HM01758,Nairobi,Kilimani,-1.205398,36.877046,Bungalow,24013,2,2,76,Available_from,2025-09-20,"Balcony, Parking",2025-05-27,https://example.com/images/HM01758.jpg
HM01759,Mombasa,Likoni,-4.036872,39.712346,Apartment,27427,1,1,55,Occupied,2025-10-21,"Pool, CCTV, Balcony",2025-06-30,https://example.com/images/HM01759.jpg
HM01760,Eldoret,Langas,0.599917,35.359918,Townhouse,35000,4,3,95,Vacant,2025-09-12,"Furnished, Electricity, WiFi",2025-07-22,https://example.com/images/HM01760.jpg
HM01761,Eldoret,Riat,0.526284,35.278725,Maisonette,18517,4,3,115,Vacant,2025-09-12,"Gym, Furnished",2025-07-18,https://example.com/images/HM01761.jpg
HM01762,Nakuru,Mwariki,-0.320031,36.114455,Bungalow,20048,1,1,75,Vacant,2025-09-12,"Gym, Furnished",2025-05-07,https://example.com/images/HM01762.jpg
HM01763,Nakuru,Milimani,-0.271703,36.071661,Apartment,26088,4,3,149,Vacant,2025-09-12,"Water, Pool",2025-08-05,https://example.com/images/HM01763.jpg
HM01764,Nakuru,Milimani,-0.301067,36.058346,Studio,25114,1,1,85,Vacant,2025-09-12,"Gym, Furnished, Electricity",2025-07-05,https://example.com/images/HM01764.jpg
HM01765,Nairobi,Dagoretti,-1.27578,36.794696,Bungalow,25537,1,1,80,Occupied,2025-11-01,"Gym, WiFi",2025-08-20,https://example.com/images/HM01765.jpg
HM01766,Eldoret,Langas,0.504654,35.313535,Bedsitter,10910,0,1,22,Vacant,2025-09-12,"Parking, Furnished, Electricity, CCTV",2025-06-09,https://example.com/images/HM01766.jpg
HM01767,Nairobi,Kilimani,-1.270684,36.842788,Townhouse,24905,1,1,80,Vacant,2025-09-12,"Security, Water, CCTV, Furnished",2025-08-30,https://example.com/images/HM01767.jpg
HM01768,Nairobi,South C,-1.212789,36.730343,Townhouse,83712,2,2,64,Available_from,2025-10-14,"Pool, WiFi, Security, Electricity, Balcony, CCTV",2025-05-27,https://example.com/images/HM01768.jpg
HM01769,Mombasa,Mtwapa,-4.070118,39.646419,Bedsitter,13510,0,1,28,Vacant,2025-09-12,"Balcony, Electricity, Security, Water",2025-07-23,https://example.com/images/HM01769.jpg
HM01770,Nairobi,Kileleshwa,-1.217791,36.761319,Townhouse,87985,3,2,99,Vacant,2025-09-12,"Balcony, Security, Parking, Water",2025-06-21,https://example.com/images/HM01770.jpg
HM01771,Nakuru,Kivumbini,-0.327744,36.052998,Bedsitter,35347,0,1,26,Vacant,2025-09-12,"Parking, Balcony, Pool",2025-05-01,https://example.com/images/HM01771.jpg
HM01772,Nairobi,Dagoretti,-1.26659,36.867365,Apartment,92942,1,1,71,Vacant,2025-09-12,"Parking, WiFi, Furnished, Electricity, Gym, Pool",2025-04-21,https://example.com/images/HM01772.jpg
HM01773,Nairobi,Ngong Road,-1.29978,36.815255,Apartment,120000,1,1,55,Vacant,2025-09-12,"Pool, Water, CCTV",2025-04-29,https://example.com/images/HM01773.jpg
HM01774,Mombasa,Mvita,-4.088815,39.670549,Bedsitter,53049,0,1,34,Vacant,2025-09-12,"CCTV, WiFi, Parking, Gym, Water, Balcony",2025-03-25,https://example.com/images/HM01774.jpg
HM01775,Kisumu,Obunga,-0.115882,34.782374,Apartment,45000,2,2,66,Occupied,2025-12-14,"Parking, Security, Electricity, Water",2025-07-07,https://example.com/images/HM01775.jpg
HM01776,Eldoret,Kapsoya,0.581937,35.308367,Maisonette,9540,4,3,145,Vacant,2025-09-12,"Gym, Pool, Parking, WiFi",2025-07-12,https://example.com/images/HM01776.jpg
HM01777,Mombasa,Nyali,-4.078514,39.699449,Apartment,26752,1,1,84,Vacant,2025-09-12,"Electricity, WiFi, Furnished, Pool",2025-06-09,https://example.com/images/HM01777.jpg
HM01778,Nakuru,Rhoda,-0.251336,36.085738,Apartment,24022,4,3,150,Vacant,2025-09-12,"WiFi, Water, Parking, Furnished, Gym",2025-08-27,https://example.com/images/HM01778.jpg
HM01779,Mombasa,Mtwapa,-4.00663,39.66456,Bungalow,32814,2,2,95,Vacant,2025-09-12,"Electricity, Gym",2025-08-05,https://example.com/images/HM01779.jpg
HM01780,Mombasa,Nyali,-4.029913,39.650708,Townhouse,60000,2,2,88,Vacant,2025-09-12,"Balcony, Parking, Security",2025-06-08,https://example.com/images/HM01780.jpg
HM01781,Mombasa,Mvita,-4.007653,39.726267,Studio,42786,1,1,46,Vacant,2025-09-12,"Water, Parking, Balcony, WiFi",2025-07-04,https://example.com/images/HM01781.jpg
HM01782,Mombasa,Nyali,-4.027948,39.679521,Maisonette,60000,2,2,87,Vacant,2025-09-12,"Parking, Balcony",2025-06-08,https://example.com/images/HM01782.jpg
HM01783,Nairobi,Lavington,-1.291977,36.858545,Bedsitter,61625,0,1,19,Vacant,2025-09-12,"Water, Gym, Balcony, Parking",2025-05-12,https://example.com/images/HM01783.jpg
HM01784,Nairobi,Dagoretti,-1.311707,36.829917,Studio,23971,1,1,67,Vacant,2025-09-12,"Pool, WiFi",2025-05-04,https://example.com/images/HM01784.jpg
HM01785,Nairobi,Ngong Road,-1.246084,36.757324,Studio,118016,1,1,63,Vacant,2025-09-12,"Gym, Water, Security, Balcony, Parking",2025-07-30,https://example.com/images/HM01785.jpg
HM01786,Nairobi,Kileleshwa,-1.291153,36.753943,Bedsitter,33281,0,1,27,Vacant,2025-09-12,"WiFi, Furnished",2025-07-10,https://example.com/images/HM01786.jpg
HM01787,Kisumu,Kibuye,-0.130045,34.76317,Maisonette,34864,4,3,103,Vacant,2025-09-12,"Security, Gym, WiFi, Balcony",2025-08-12,https://example.com/images/HM01787.jpg
HM01788,Eldoret,Langas,0.510894,35.304889,Bungalow,15922,1,1,68,Vacant,2025-09-12,"Electricity, CCTV, Water",2025-08-21,https://example.com/images/HM01788.jpg
HM01789,Nakuru,Mwariki,-0.300888,36.06269,Maisonette,24683,3,2,109,Available_from,2025-09-23,"Balcony, Electricity, Parking, Water, Gym, Furnished",2025-08-17,https://example.com/images/HM01789.jpg
HM01790,Nairobi,Kileleshwa,-1.211421,36.847327,Studio,27786,1,1,55,Vacant,2025-09-12,"Water, CCTV, Pool, Parking",2025-06-01,https://example.com/images/HM01790.jpg
HM01791,Nairobi,Riverside,-1.255011,36.860747,Apartment,51018,2,2,71,Occupied,2026-01-17,"Electricity, Gym, Parking, CCTV, Furnished, Security",2025-06-14,https://example.com/images/HM01791.jpg
HM01792,Kisumu,Kondele,-0.1291,34.756144,Maisonette,24290,2,2,109,Available_from,2025-10-07,"Water, CCTV",2025-03-27,https://example.com/images/HM01792.jpg
HM01793,Nairobi,Parklands,-1.31415,36.827997,Townhouse,68698,2,2,74,Vacant,2025-09-12,"Furnished, Parking, Pool, Gym, Security",2025-03-21,https://example.com/images/HM01793.jpg
HM01794,Nairobi,Parklands,-1.242236,36.803149,Bungalow,117160,1,1,69,Occupied,2025-12-22,"Furnished, Pool, Security, Water, WiFi",2025-06-03,https://example.com/images/HM01794.jpg
HM01795,Nairobi,Riverside,-1.250476,36.83568,Maisonette,56992,2,2,109,Vacant,2025-09-12,"Water, Electricity, Furnished",2025-06-22,https://example.com/images/HM01795.jpg
HM01796,Kisumu,Kong'onyo,-0.098107,34.794729,Apartment,27794,2,2,88,Occupied,2025-12-13,"Parking, Furnished, WiFi, Balcony, Water",2025-05-05,https://example.com/images/HM01796.jpg
HM01797,Kisumu,Milimani,-0.0572,34.786906,Bungalow,29851,2,2,87,Vacant,2025-09-12,"Water, Gym, Balcony, Parking",2025-04-17,https://example.com/images/HM01797.jpg
HM01798,Nairobi,Parklands,-1.300785,36.744712,Townhouse,82413,2,2,63,Vacant,2025-09-12,"CCTV, Parking",2025-04-24,https://example.com/images/HM01798.jpg
HM01799,Nairobi,Westlands,-1.238979,36.796435,Townhouse,120000,2,2,61,Vacant,2025-09-12,"Balcony, Electricity, Security, Furnished, CCTV",2025-04-23,https://example.com/images/HM01799.jpg
HM01800,Nairobi,Riverside,-1.305227,36.790475,Maisonette,33429,1,1,85,Vacant,2025-09-12,"Pool, Security, Balcony, Furnished",2025-07-21,https://example.com/images/HM01800.jpg
HM01801,Nairobi,South C,-1.218504,36.833067,Maisonette,20441,1,1,60,Vacant,2025-09-12,"Electricity, Pool, Water, Balcony",2025-05-17,https://example.com/images/HM01801.jpg
HM01802,Kisumu,Milimani,-0.121354,34.758176,Bedsitter,30179,0,1,34,Occupied,2026-01-17,"Electricity, Water, Gym, Balcony, WiFi, Pool",2025-04-11,https://example.com/images/HM01802.jpg
HM01803,Nairobi,Dagoretti,-1.295795,36.846112,Bungalow,28519,2,2,81,Occupied,2026-02-23,"Parking, Furnished, Pool",2025-05-25,https://example.com/images/HM01803.jpg
HM01804,Kisumu,Milimani,-0.066693,34.796268,Maisonette,31553,3,2,86,Vacant,2025-09-12,"Security, Furnished, Water",2025-07-18,https://example.com/images/HM01804.jpg
HM01805,Nairobi,South C,-1.282089,36.788722,Maisonette,120000,2,2,103,Vacant,2025-09-12,"CCTV, Gym, Balcony, Water, WiFi",2025-07-06,https://example.com/images/HM01805.jpg
HM01806,Mombasa,Mtwapa,-4.051673,39.658116,Studio,26038,1,1,68,Occupied,2025-10-17,"Balcony, Water, Security, Parking",2025-06-29,https://example.com/images/HM01806.jpg
HM01807,Mombasa,Mtwapa,-4.052307,39.682139,Bedsitter,52654,0,1,22,Occupied,2025-10-25,"Water, Gym, Balcony, Security, Electricity",2025-04-30,https://example.com/images/HM01807.jpg
HM01808,Mombasa,Kongowea,-4.023427,39.717237,Studio,35047,1,1,58,Vacant,2025-09-12,"Water, Furnished, CCTV, WiFi",2025-04-13,https://example.com/images/HM01808.jpg
